date,ticker,close,sl_w,stop_loss_pct,buy_signal,sell_signal,in_portfolio,units_held,avg_buy_price,position_size_estimate,units_purchaseable,portfolio_value_bod
2020-02-10,BETA,213.5,180.0,0.15690866510538642,0,0,True,81033,204.75766045931906,6496352.889850746,30427,101933406.0
2020-02-11,ALPHA,114.0,90.0,0.21052631578947367,0,0,True,137498,104.59086677624401,4847026.89625,42517,102042671.5
2020-02-11,BETA,214.0,180.0,0.1588785046728972,0,0,True,81033,204.75766045931906,6422685.7944117645,30012,102042671.5
2020-02-12,ALPHA,114.5,90.0,0.21397379912663755,0,0,True,137498,104.59086677624401,4774039.504693878,41694,102151937.0
2020-02-12,BETA,214.5,180.0,0.16083916083916083,0,0,True,81033,204.75766045931906,6351185.64826087,29609,102151937.0
2020-02-13,ALPHA,115.0,90.0,0.21739130434782608,0,0,True,137498,104.59086677624401,4704015.315,40904,102261202.5
2020-02-13,BETA,215.0,180.0,0.16279069767441862,0,0,True,81033,204.75766045931906,6281759.582142857,29217,102261202.5
2020-02-14,ALPHA,115.5,90.0,0.22077922077922077,0,0,True,137498,104.59086677624401,4636780.021176471,40145,102370468.0
2020-02-14,BETA,215.5,180.0,0.16473317865429235,0,0,True,81033,204.75766045931906,6214319.958873239,28836,102370468.0
2020-02-17,ALPHA,116.0,90.0,0.22413793103448276,0,0,True,137498,104.59086677624401,4572172.725384615,39415,102479733.5
2020-02-17,BETA,216.0,180.0,0.16666666666666666,0,0,True,81033,204.75766045931906,6148784.010000001,28466,102479733.5
2020-02-18,ALPHA,116.5,90.0,0.22746781115879827,0,0,True,137498,104.59086677624401,4510044.673018868,38712,102588999.0
2020-02-18,BETA,216.5,180.0,0.16859122401847576,0,0,True,81033,204.75766045931906,6085073.5023287665,28106,102588999.0
2020-02-19,ALPHA,117.0,90.0,0.23076923076923078,0,0,True,137498,104.59086677624401,4450258.128333333,38036,102698264.5
2020-02-19,BETA,217.0,180.0,0.17050691244239632,0,0,True,81033,204.75766045931906,6023114.431486486,27756,102698264.5
2020-02-20,ALPHA,117.5,90.0,0.23404255319148937,0,0,True,137498,104.59086677624401,4392685.372727273,37384,102807530.0
2020-02-20,BETA,217.5,180.0,0.1724137931034483,0,0,True,81033,204.75766045931906,5962836.74,27415,102807530.0
2020-02-21,ALPHA,118.0,90.0,0.23728813559322035,0,0,True,137498,104.59086677624401,4337207.810357143,36755,102916795.5
2020-02-21,BETA,218.0,180.0,0.1743119266055046,0,0,True,81033,204.75766045931906,5904174.057631579,27083,102916795.5
2020-02-24,ALPHA,118.5,90.0,0.24050632911392406,0,0,True,137498,104.59086677624401,4283715.167894737,36149,103026061.0
2020-02-24,BETA,218.5,180.0,0.17620137299771166,0,0,True,81033,204.75766045931906,5847063.461948052,26760,103026061.0
2020-02-25,ALPHA,119.0,90.0,0.24369747899159663,0,0,True,137498,104.59086677624401,4232104.777068966,35563,103135326.5
2020-02-25,BETA,219.0,180.0,0.1780821917808219,0,0,True,81033,204.75766045931906,5791445.257307692,26444,103135326.5
2020-02-26,ALPHA,119.5,90.0,0.24686192468619247,0,0,True,137498,104.59086677624401,4182280.9301694916,34998,103244592.0
2020-02-26,BETA,219.5,180.0,0.17995444191343962,0,0,True,81033,204.75766045931906,5737262.770632912,26137,103244592.0
2020-02-27,ALPHA,120.0,90.0,0.25,0,0,True,137498,104.59086677624401,4134154.3000000003,34451,103353857.5
2020-02-27,BETA,220.0,180.0,0.18181818181818182,0,0,True,81033,204.75766045931906,5684462.162500001,25838,103353857.5
2020-02-28,ALPHA,117.5,90.0,0.23404255319148937,0,0,True,137498,104.59086677624401,4392685.372727273,37384,102807530.0
2020-02-28,BETA,217.5,180.0,0.1724137931034483,0,0,True,81033,204.75766045931906,5962836.74,27415,102807530.0
2020-03-02,ALPHA,115.0,90.0,0.21739130434782608,0,0,True,137498,104.59086677624401,4704015.315,40904,102261202.5
2020-03-02,BETA,215.0,180.0,0.16279069767441862,0,0,True,81033,204.75766045931906,6281759.582142857,29217,102261202.5
2020-03-03,ALPHA,112.5,90.0,0.2,0,0,True,137498,104.59086677624401,5085743.75,45206,101714875.0
2020-03-03,BETA,212.5,180.0,0.15294117647058825,0,0,True,81033,204.75766045931906,6650587.98076923,31296,101714875.0
2020-03-04,ALPHA,110.0,90.0,0.18181818181818182,0,0,True,137498,104.59086677624401,5564270.1125,50584,101168547.5
2020-03-04,BETA,210.0,180.0,0.14285714285714285,0,0,True,81033,204.75766045931906,7081798.325,33722,101168547.5
2020-03-05,ALPHA,107.5,90.0,0.16279069767441862,0,0,True,137498,104.59086677624401,6181079.228571429,57498,100622220.0
2020-03-05,BETA,207.5,180.0,0.13253012048192772,0,0,True,81033,204.75766045931906,7592403.872727273,36589,100622220.0
2020-03-06,ALPHA,105.0,90.0,0.14285714285714285,0,0,True,137498,104.59086677624401,7005312.475000001,66717,100075892.5
2020-03-06,BETA,205.0,180.0,0.12195121951219512,0,0,True,81033,204.75766045931906,8206223.1850000005,40030,100075892.5
2020-03-09,ALPHA,102.5,90.0,0.12195121951219512,0,0,True,137498,104.59086677624401,8161424.33,79623,99529565.0
2020-03-09,BETA,202.5,180.0,0.1111111111111111,0,0,True,81033,204.75766045931906,8957660.850000001,44235,99529565.0
2020-03-10,ALPHA,100.0,90.0,0.1,0,0,True,137498,104.59086677624401,9898323.75,98983,98983237.5
2020-03-10,BETA,200.0,180.0,0.1,0,0,True,81033,204.75766045931906,9898323.75,49491,98983237.5
2020-03-11,ALPHA,97.5,90.0,0.07692307692307693,0,0,True,137498,104.59086677624401,12796798.299999999,131249,98436910.0
2020-03-11,BETA,197.5,180.0,0.08860759493670886,0,0,True,81033,204.75766045931906,11109308.414285714,56249,98436910.0
2020-03-12,ALPHA,95.0,90.0,0.05263157894736842,0,0,True,137498,104.59086677624401,18599210.675,195781,97890582.5
2020-03-12,BETA,195.0,180.0,0.07692307692307693,0,0,True,81033,204.75766045931906,12725775.725,65260,97890582.5
2020-03-13,ALPHA,92.5,90.0,0.02702702702702703,0,0,True,137498,104.59086677624401,36017374.35,389377,97344255.0
2020-03-13,BETA,192.5,180.0,0.06493506493506493,0,0,True,81033,204.75766045931906,14991015.270000001,77875,97344255.0
2020-03-16,ALPHA,90.0,90.0,0.0,0,1,True,0,,,0,96797927.5
2020-03-16,BETA,190.0,180.0,0.05263157894736842,0,0,True,81033,204.75766045931906,18391606.225,96797,96797927.5
2020-03-17,ALPHA,87.5,90.0,-0.02857142857142857,0,0,False,0,,,0,96595345.0
2020-03-17,BETA,187.5,180.0,0.04,0,0,True,81033,204.75766045931906,24148836.25,128793,96595345.0
2020-03-18,ALPHA,85.0,90.0,-0.058823529411764705,0,0,False,0,,,0,96392762.5
2020-03-18,BETA,185.0,180.0,0.02702702702702703,0,0,True,81033,204.75766045931906,35665322.125,192785,96392762.5
2020-03-19,ALPHA,82.5,90.0,-0.09090909090909091,0,0,False,0,,,0,96190180.0
2020-03-19,BETA,182.5,180.0,0.0136986301369863,0,0,True,81033,204.75766045931906,70218831.4,384760,96190180.0
2020-03-20,ALPHA,80.0,90.0,-0.125,0,0,False,0,,,0,95987597.5
2020-03-20,BETA,180.0,180.0,0.0,0,1,True,0,,,0,95987597.5
2020-03-23,ALPHA,77.5,90.0,-0.16129032258064516,0,0,False,0,,,0,95987597.5
2020-03-23,BETA,177.5,180.0,-0.014084507042253521,0,0,False,0,,,0,95987597.5
2020-03-24,ALPHA,75.0,90.0,-0.2,0,0,False,0,,,0,95987597.5
2020-03-24,BETA,175.0,180.0,-0.02857142857142857,0,0,False,0,,,0,95987597.5
2020-03-25,ALPHA,72.5,90.0,-0.2413793103448276,0,0,False,0,,,0,95987597.5
2020-03-25,BETA,172.5,180.0,-0.043478260869565216,0,0,False,0,,,0,95987597.5
